NAME	1971q1	1971q2	1971q3	1971q4	1972q1	1972q2	1972q3	1972q4	1973q1	1973q2	1973q3	1973q4	1974q1	1974q2	1974q3	1974q4	1975q1	1975q2	1975q3	1975q4	1976q1	1976q2	1976q3	1976q4	1977q1	1977q2	1977q3	1977q4	1978q1	1978q2	1978q3	1978q4	1979q1	1979q2	1979q3	1979q4	1980q1	1980q2	1980q3	1980q4	1981q1	1981q2	1981q3	1981q4	1982q1	1982q2	1982q3	1982q4	1983q1	1983q2	1983q3	1983q4	1984q1	1984q2	1984q3	1984q4	1985q1	1985q2	1985q3	1985q4	1986q1	1986q2	1986q3	1986q4	1987q1	1987q2	1987q3	1987q4	1988q1	1988q2	1988q3	1988q4	1989q1	1989q2	1989q3	1989q4	1990q1	1990q2	1990q3	1990q4	1991q1	1991q2	1991q3	1991q4	1992q1	1992q2	1992q3	1992q4	1993q1	1993q2	1993q3	1993q4	1994q1	1994q2	1994q3	1994q4	1995q1	1995q2	1995q3	1995q4	1996q1	1996q2	1996q3	1996q4	1997q1	1997q2	1997q3	1997q4	1998q1	1998q2	1998q3	1998q4	1999q1	1999q2	1999q3	1999q4	2000q1	2000q2	2000q3	2000q4	2001q1	2001q2	2001q3	2001q4	2002q1	2002q2	2002q3	2002q4	2003q1	2003q2	2003q3	2003q4	2004q1	2004q2	2004q3	2004q4	2005q1	2005q2	2005q3	2005q4	2006q1	2006q2	2006q3	2006q4	2007q1	2007q2	2007q3	2007q4	2008q1	2008q2	2008q3	2008q4	2009q1	2009q2	2009q3	2009q4	2010q1	2010q2	2010q3	2010q4	2011q1	2011q2	2011q3	2011q4	2012q1	2012q2	2012q3	2012q4	2013q1	2013q2	2013q3	2013q4	2014q1	2014q2	2014q3	2014q4	2015q1	2015q2	2015q3	2015q4	2016q1	2016q2	2016q3	2016q4	2017q1	2017q2	2017q3
ATPA	NA	NA	NA	NA	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	778	778	778	778	778	778	778	778	778	778	778	778	778	778	778	778	2155	2155	2155	2155	2240	2240	2240	2240	1166	1166	1166	1166	1166	1166	1166	1166	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1555	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1789	1951.2	1951.2	1951.2	1951.2	1951.2	1951.2	1951.2	1951.2	1951.2	1951.2	1951.2	1951.2	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2272.2	2272.2	2272.2	2272.2	2272.2	2272.2	2272.2
ATPSATS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATPST	NA	NA	NA	NA	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	583	583	583	583	583	583	583	583	778	778	778	778	778	778	778	778	778	778	778	778	778	778	778	778	777.6	777.6	777.6	777.6	777.6	777.6	777.6	777.6	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	894.3	975.6	975.6	975.6	975.6	975.6	975.6	975.6	975.6	975.6	975.6	975.6	975.6	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1135.8	1135.8	1135.8	1135.8	1135.8	1135.8	1135.8
B1574	3585.344	3591.207	3594.931	3598.518	3601.966	3606.159	3610.096	3615.778	3625.204	3631.494	3630.645	3627.657	3638.908	3644.977	3653.035	3658.081	3654.807	3652.96	3660.077	3667.156	3669.804	3672.974	3678.085	3683.137	3687.677	3692.907	3698.122	3703.294	3708.609	3714.443	3720.908	3726.04	3729.78	3736.185	3741.948	3747.094	3753.189	3759.787	3765.13	3771.193	3775.199	3781.449	3787.84	3794.366	3798.336	3804.057	3808.464	3812.542	3816.619	3819.638	3822.66	3825.703	3827.707	3829.954	3833.069	3835.045	3836.665	3840.745	3843.745	3847.668	3850.44	3855.577	3860.656	3864.674	3869.531	3872.648	3876.708	3879.71	3882.487	3884.567	3886.658	3888.755	3889.92	3892.073	3894.125	3896.076	3898.829	3902.746	3906.694	3910.683	3914.765	3917.672	3920.58	3923.487	3926.394	3928.759	3931.123	3933.488	3935.852	3938.06	3940.267	3942.475	3944.682	3946.456	3948.229	3950.003	3951.777	3954.904	3958.031	3961.157	3964.284	3965.074	3965.865	3966.655	3967.445	3968.189	3968.933	3969.677	3970.421	3970.471	3970.521	3970.57	3970.62	3970.907	3971.195	3971.482	3971.769	3972.806	3973.843	3974.879	3975.916	3977.892	3979.867	3981.843	3983.818	3985.866	3987.914	3989.961	3992.009	3994.291	3996.573	3998.854	4001.136	4004.306	4007.476	4010.646	4013.816	4018.099	4022.382	4026.664	4030.947	4036.086	4041.225	4046.364	4051.503	4059.462	4067.42	4075.379	4083.338	4091.154	4097.799	4113.314	4119.026	4124.696	4129.436	4142.077	4146.27	4152.968	4156.25	4170.148	4174.403	4179.464	4181.292	4193.085	4196.429	4201.843	4204.044	4216.521	4219.26	4223.911	4225.615	4239.971	4243.51	4250.606	4254.313	4268.6	4271.265	4279.701	4286.823	4303.66	4309.346	4317.218	4320.817	4336.062	4336.613	4341.981	4341.407
BBZZ	8.050063	8.458396	9.38754	10.32755	10.72579	11.75224	12.45607	13.18057	13.40001	14.36062	14.65788	15.75463	15.77911	15.89311	16.77852	18.60312	20.82634	24.20409	31.6477	34.656	33.50583	33.31849	33.27744	36.14924	37.18756	40.60418	40.59619	41.53439	40.60334	40.84397	42.05962	43.07595	41.65863	43.17805	42.24897	45.21339	42.5974	45.48829	47.11048	52.2445	52.55127	54.86639	55.18407	59.00891	59.91562	59.92031	63.00151	71.98222	77.80231	84.51801	100.0046	115.0892	112.9333	119.4019	123.4843	138.2351	135.1149	151.5543	157.8587	162.8131	164.4969	165.0598	154.7438	161.528	135.5836	140.065	132.5082	132.0923	120.3233	127.4776	133.9424	152.865	154.9479	160.0509	161.3933	167.3811	152.5748	154.1563	150.1134	144.0091	144.4876	140.3463	140.5559	145.511	145.7659	137.7213	136.818	137.2434	133.3573	135.7411	139.0515	130.2757	173.0713	176.6376	168.2441	165.8893	163.7088	161.282	167.8626	161.9303	162.5073	163.5881	165.9557	160.4709	168.8642	156.0677	146.0556	156.0494	185.1925	188.822	206.7113	182.0098	191.1951	180.66	152.0779	171.4538	166.2988	168.4209	174.6004	180.8247	211.5912	228.944	259.4029	295.1413	341.7226	375.187	401.5491	384.9631	490.3407	474.7709	482.3457	478.9452	542.0912	541.6108	528.8393	497.7103	545.5544	576.1305	555.2797	604.6945	547.1369	568.1084	587.0858	615.7416	612.5252	637.5087	673.5325	708.1034	693.2473	715.6159	672.0612	796.7437	766.5749	788.6912	779.5187	796.1409	796.4122	813.9166	781.0492	758.1191	738.1221	699.888	630.982	673.9913	660.488	683.2711	687.7642	723.1113	709.2962	728.4004	744.0482	763.7679	757.5095	758.9838	780.0364	797.1326	708.7078	714.7222	728.507	745.6316	771.6084	780.1016	814.3959	802.6386	810.12	814.1758	836.1426
BCUN	0.818	0.913	0.787	0.8479999	0.736	0.804	0.794	0.839	0.7869999	0.8119999	0.822	1.096	0.8719999	1.017	0.9909999	1.264	1.112	1.11	1.17	1.274	1.196	1.284	1.073	1.243	1.116	1.244	1.033	1.137	1.079	1.194	1.071	1.267	1.075	1.268	1.165	1.682	1.575	1.722	1.481	1.791	1.585	1.642	1.52	1.718	1.592	1.647	1.333	1.755	1.439	1.578	1.305	1.629	1.441	1.523	1.435	2.345	1.748	1.91	1.862	2.581	1.795	2.284	1.979	2.532	1.996	2.244	2.044	2.363	1.868	2.1	1.745	1.943	1.651	2.152	1.88	1.993	2.058	3.08	2.314	3.359	3.6225	8.8178	7.5021	7.282	3.034	3.003	3.05	3.052	2.977	3.577	3.216	3.883	3.181	3.805	3.091	3.756	3.154	3.545	3.453	4.062	4.339419	4.845319	4.821224	5.615198	5.371801	5.799069	5.603032	6.132368	5.702137	6.919669	6.714435	7.182883	5.948475	7.344887	6.662651	10.33433	6.296236	7.726037	6.609251	7.462914	6.040954	7.092264	6.584803	8.163527	7.177241	7.54112	6.991933	8.755054	7.041859	7.879126	7.575662	8.773091	7.77095	7.877423	7.914877	8.402558	8.521404	8.263933	7.387115	9.037667	7.479446	8.61341	7.843418	9.149566	8.454871	9.016316	8.621715	9.765912	9.794775	9.559894	9.197296	10.95199	9.471666	9.999236	9.576381	12.34514	8.848517	10.085	9.622473	10.00142	9.235672	10.10193	9.178027	10.03009	8.547631	9.845525	9.801099	11.3313	10.84565	9.667486	9.5579	10.7251	10.0824	9.5174	9.3623	10.7844	10.6717	9.2955	8.8832	10.3678	9.3867	9.5389	8.9902	9.4499	7.5923	7.8836	7.7883
BLOL	2.421	2.487	2.323	2.136	2.073	1.962	1.885	1.667	1.67	1.584	1.508	1.468	1.436	1.396	1.323	1.255	1.255	1.148	1.077	0.9969999	1.015	0.9929999	0.933	0.9789999	0.9269999	0.8519999	0.8579999	0.8809999	0.7539999	0.7569999	0.8999999	1.038	0.901	0.8749999	0.8329999	0.9879999	0.9119999	0.8909999	0.8559999	0.9189999	0.859	0.92	0.8619999	1.044	1.031	1.066	1.018	1.128	1.032	0.9729999	0.8959998	1.012	0.8509999	0.8399999	0.8259999	0.8819999	0.8049999	0.8069999	0.7699999	0.7709998	0.5659999	0.6329999	0.7127998	0.6880999	0.7511998	0.4498999	0.6484998	0.6731998	0.6456999	0.6645998	0.5998998	0.6979998	0.8021998	0.8187998	0.8336998	1.0113	0.7828998	0.8340998	0.9000998	1.0561	1.019	1.1691	1.2216	1.3083	1.0132	1.1957	0.9932998	1.4751	1.3356	1.434	1.24	2.0341	2.0041	2.1606	2.1715	2.5267	2.7892	2.8165	2.6914	2.9014	2.7794	2.9053	2.6964	2.8921	3.2014	3.3735	3.3744	3.3734	3.3201	3.6571	3.6311	3.7163	3.9506	4.008	3.6785	3.8415	3.7709	3.6906	3.4004	3.6552	3.9439	4.0248	4.0797	4.2648	4.4311	5.0125	4.5776	4.5558	4.8398	4.6865	4.3822	4.4025	4.3043	4.6395	4.478	4.6669	4.1672	5.0301	4.9879	5.2577	5.3967	5.3317	4.9807	4.6717	4.4657	4.3957	3.9487	2.7257	2.5347	2.4417	2.4057	2.7507	2.0217	1.9797	1.9267	1.7297	1.6367	1.9977	2.2447	2.2567	2.2027	2.5807	3.2516	3.4556	3.9036	3.8086	4.1746	4.077243	3.981793	4.276878	3.390497	4.128956	2.971829	3.160134	2.504889	2.5444	2.456911	3.159796	2.470336	3.548267	2.611758	2.871505	2.62465	3.087668	2.840001	3.307606	3.281104
BLOP	44.579	44.813	44.877	45.664	46.927	48.538	50.215	52.033	54.82999	56.916	59.092	60.73199	63.86399	65.504	64.977	65.34499	66.34499	65.952	65.52299	67.203	71.28499	74.80699	77.967	78.82099	81.17299	84.74799	86.64199	88.31899	91.34599	94.04299	95.39999	97.66199	99.99899	104.5249	106.467	107.5119	110.7879	114.8089	114.4439	116.8779	119.1499	126.5019	127.0539	127.4209	130.686	137.792	139.511	138.055	141.51	147.234	147.734	155.159	158.798	173.632	172.558	177.602	178.622	189.675	184.908	208.49	205.616	225.859	235.9332	273.5359	276.7128	284.7931	278.3185	304.4248	283.2233	293.6974	283.4011	299.44	287.1008	299.7532	294.4933	322.9877	311.8642	326.789	321.342	348.84	334.4831	348.434	333.0925	349.9978	337.7129	343.7574	335.5268	334.106	317.7325	315.5061	309.7251	304.5909	299.4363	301.668	288.306	283.2441	283.3364	289.9857	287.1032	292.8899	300.4175	308.7043	306.3711	310.3017	326.305	335.1731	334.9773	338.7683	348.6411	366.2122	385.3994	384.2508	399.6871	411.6314	404.6352	405.2567	470.3856	506.8123	529.3276	535.9484	562.0491	579.1195	588.9323	598.6898	607.4047	617.3093	608.9481	609.9144	617.2256	625.5414	619.1824	625.3998	655.0242	684.0881	687.5751	719.2863	765.5303	826.2394	845.9288	888.2277	942.5112	1003.54	1027.68	1098.181	1157.036	1198.77	1226.89	1314.771	1356.495	1407.248	1422.828	1532.826	1493.272	1447.326	1374.627	1341.892	1329.855	1371.644	1345.748	1316.265	1280.99	1253.196	1243.065	1207.84	1240.821	1251.448	1210.165	1145.448	1132.924	1159.116	1145.686	1125.766	1109.278	1111.818	1098.706	1102.528	1114.814	1096.477	1087.142	1093.975	1120.751	1103.003	1078.133	1075.178	1064.829	1065.238	1050.203
BQQB	56.54106	58.1694	59.78054	59.25055	59.35179	61.80525	64.28108	66.54058	4.748016	4.156628	5.697891	4.099632	6.487119	5.40412	7.287511	6.312115	6.423339	5.768087	9.535701	8.473005	9.362832	8.650491	11.54344	8.449241	8.551562	8.676183	9.528199	6.88439	7.488347	7.21797	9.945621	6.219947	7.516633	6.620056	8.527978	6.533397	5.855401	6.089292	9.710485	6.7985	8.37727	6.794394	0.851074	4.523916	4.971618	8.532315	10.89151	2.927216	0.7333184	6.074015	9.794617	-0.4847873	2.845311	6.85093	9.759329	-6.374869	1.648926	4.778287	9.123683	1.961135	0.394877	9.291818	11.03382	-0.4330108	1.060634	11.0771	14.21826	5.576386	11.47439	9.745685	22.11541	29.34308	21.68596	31.52093	35.56536	21.37015	27.08685	33.52535	34.2005	26.78123	38.52067	60.08175	52.3707	58.96012	44.48896	45.23634	41.05109	44.04841	20.64038	34.72019	39.15455	65.05875	47.09531	44.74671	28.17114	32.61037	19.72283	34.33104	40.86466	47.79531	56.1124	49.64319	34.40581	45.58898	34.7452	51.30773	62.6647	47.21646	98.89455	101.636	100.1683	59.30482	83.35217	91.63805	34.766	46.56788	17.65088	45.30192	51.46344	59.78475	65.03559	91.45167	87.01099	125.6919	141.3575	173.6929	151.9908	184.6793	212.3288	178.8493	190.945	205.4701	210.0695	229.5848	186.8254	220.2458	225.795	215.7917	191.0526	258.3506	214.7002	239.3382	227.4429	304.3009	297.862	341.0705	355.4475	384.2357	289.2516	334.0672	294.6295	488.5116	360.7282	391.9791	309.7004	279.7311	259.6835	318.5333	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.9029	316.8969	316.8969	316.8969
BQQF	3.132	3.416	3.392	2.816	3.249	3.123	2.929	3.357	2.663	2.796	4.021	2.643	3.865	4.464	4.414	4.465	4.151999	3.45	3.715	3.4	5.52	4.536	6.375999	4.094	3.274	3.014	2.06	5.342	3.678	2.883	4.087	2.283	1.989	3.829	6.480999	3.561	4.571	4.036	3.24	1.564	0.213	-0.488	2.779	1.143	0.25	-1.303	3.429	1.237	1.109	-0.6109996	-3.135	-3.921	-6.015999	-6.151999	-4.040999	-3.627999	-5.279999	-5.928999	-9.168999	-5.918998	-7.169999	-2.905998	0.530001	0.402001	-0.513999	-2.499999	-0.7639985	5.169001	2.161	0.7310005	3.164	15.181	7.378999	1.920998	1.994998	-2.525	4.634	7.282	12.68	11.679	12.319	19.428	32.848	20.412	35.45	52.202	68.44	75.195	88.023	103.803	167.963	211.701	151.533	123.013	125.479	124.442	116.714	138.335	129.911	129.445	128.45	128.096	127.311	133.241	108.289	119.129	127.103	109.236	123.918	142.993	153.943	99.86	102.856	95.03	84.404	46.593	22.451	18.057	30.869	-33.103	-58.36	-53.162	-76.397	-121.497	-169.908	-166.305	-178.904	-170.906	-198.773	-241.489	-226.578	-252.378	-240.377	-221.292	-229.713	-239.316	-292.686	-315.001	-353.295	-322.974	-313.449	-338.179	-362.701	-333.94	-375.564	-384.319	-399.45	-425.16	-505.651	-524.571	-580.869	-436.612	-582.562	-611.859	-656.309	-652.087	-693.63	-707.842	-652.998	-662.637	-598.751	-555.483	-599.88	-617.674	-630.13	-619.283	-569.904	-602.639	-543.348	-543.803	-518.453	-479.038	-473.838	-468.448	-475.868	-477.598	-476.018	-476.318	-476.838	-476.668	-485.348	-486.198	-485.668	-485.828	-498.448	-498.338	-497.618
BQQN	-2.16	-1.628	-0.681	-0.198	-1.822	-1.589	-1.367	-1.671	-3.361	-2.539	-3.156	-3.061	-7.686999	-7.721	-5.099	-3.598	-6.609	-1.262	-1.907	2.402	-0.04	2.951	-0.194	1.547	-1.735	-0.9759999	-1.301	-3.967	-7.579	-2.645	-5.790999	-4.438	-3.565	-4.993999	-8.549999	-4.051	-7.957999	-8.486999	-5.572999	-1.591	-2.254	-3.982	-7.586999	-0.9829999	-6.158	-0.79	-8.407999	-6.139999	-12.49699	2.887	-1.469	-5.349999	-2.092	-2.984	-5.006999	-9.582999	-5.874	-6.485	1.093	1.151	-1.744	-5.487998	-11.55499	-34.599	-27.162	-5.641	-8.340999	-17.656	-5.052999	5.553999	13.345	4.523	-2.901	-0.847	-0.969	-18.037	-4.712	-3.32	2.672	-1.306	-0.529	15.07	11.858	14.365	9.372	1.956	-7.287	-14.71	-23.515	-7.16	-57.459	-46.768	-26.466	-15.517	-26.192	-27.404	-31.286	-35.711	-19.344	-8.532	2.058	-3.288	-2.107	12.097	7.961	24.128	41.788	50.27	44.216	12.9	-10.9	17	26.5	50.1	47.5	72.3	25.2	16.1	-6.5	34.7	16.9	13	12.8	53.8	66.6	65.7	56	93.5	49.2	86.3	86.8	125.8	64	57.4	46.1	97.3	92.4	91.6	117.1	86.8	79.2	66.1	43	20.5	40.2	43.3	39.9	-4.4	-14.312	-16.555	18.815	-110.176	-4.112	77.981	91.247	86.575	114.45	120.933	113.406	140.292	101.861	95.829	91.484	151.648	162.35	187.201	196.012	222.771	191.855	194.349	177.687	206.713	159.768	136.968	97.552	122.539	356.206	298.468	193.134	147.303	96.998	145.643	167.385	204.296	171.6	187.987	179.871
BQQQ	NA	NA	NA	NA	NA	NA	NA	NA	7.32422E-07	-4.27246E-07	1.69373E-06	-3.35693E-07	3.86047E-06	-1.26648E-06	-1.00555E-05	-4.97437E-06	2.73514E-06	-2.55203E-06	-6.4888E-06	3.09753E-06	3.63159E-06	-3.08228E-06	-2.74658E-07	2.89917E-06	3.26538E-06	2.04468E-06	4.8523E-06	2.91443E-06	2.17438E-06	2.47192E-06	-2.59399E-07	1.8692E-07	-3.11279E-06	-1.78528E-06	1.38855E-06	3.63159E-06	-6.65283E-06	-7.16782E-06	-4.78745E-06	-5.98145E-06	-8.20541E-06	-1.01614E-05	-9.20057E-06	-9.21631E-06	3.43323E-08	-3.89099E-07	-3.31879E-07	-8.7738E-08	-8.96454E-08	1.44959E-07	-1.98364E-07	3.8147E-08	-8.39233E-08	1.60217E-07	-8.96454E-08	-4.57763E-08	3.43322E-08	6.86646E-08	2.543	3.263	3.997	6.401	3.297	2.036	1.615	0.7059999	1.199999	0.7539997	4.57763E-08	-6.10351E-08	9.46045E-07	-8.54492E-07	-8.54492E-07	-7.32422E-07	-8.54492E-07	-9.76563E-07	6.10352E-07	7.93457E-07	-1.83106E-07	7.32422E-07	-8.54492E-07	-7.32422E-07	1.70898E-06	-1.95313E-06	-6.10352E-07	-1.2207E-07	8.88178E-16	7.32422E-07	-2.44141E-07	-3.66211E-07	-2.66454E-15	0.00105664	0	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664	0.00105664
BQULB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.7	0.7	0.7	0.6989123	0.7229345	0.7411982	0.7314488	0.7573308	0.7357166	0.7434905	0.743726	0.7554758	0.7949829	0.8354433	0.815579	0.7217536	0.5837881	0.5625227	0.5870126	0.5682411	0.5630791	0.5265175	0.529185	0.5215927	0.4258322	0.4079222	0.3416602	0.3632579	0.3726466	0.3717974	0.375176	0.3649119	0.3545173	0.3208925	0.3014545	0.2847078	0.2743846	0.2464518	0.2377071	0.2361564	0.2633349	0.2883732	0.2973024	0.303946	0.285557	0.281086	0.2888565	0.281299	0.2950693	0.3191472	0.3161709	0.3234641	0.3375912	0.3534684	0.385583	0.4187515	0.4444373	0.4622758	0.4269388	0.3956199	0.3729956	0.3859774	0.370238	0.397616	0.3725118	0.3798833	0.3484626	0.2843075	0.2540587	0.2363881	0.2364397	0.2487103	0.2625117	0.2731672	0.2763511	0.2557588	0.2501958	0.2605892	0.2812977	0.2935209	0.3193207	0.3339492	0.3383954	0.3541665	0.3622343	0.3547761	0.3552396	0.3525869	0.3510391	0.3340011	0.3361808	0.3035094	0.2721761	0.2700726	0.2745039	0.273649	0.2588485	0.246723	0.2314568	0.2348803	0.2059722	0.1881125	0.1774984	0.1762763	0.1753521	0.1744282	0.1519773	0.1305962	0.1305858	0.1203149
BSDA	0.3547115	0.3796006	0.3763119	0.3771697	0.3714087	0.36606	0.3798703	0.3756579	0.4026895	0.3757579	0.38296	0.3884195	0.3968596	0.3967647	0.3846435	0.387415	0.3895393	0.380234	0.3773041	0.3700768	0.395066	0.3825479	0.3807452	0.3769928	0.3882331	0.3838061	0.3843038	0.376245	0.3798361	0.3789538	0.374303	0.375899	0.3885006	0.3827321	0.3856493	0.383832	0.3890087	0.3824905	0.3803109	0.3888139	0.3892945	0.3916235	0.3908731	0.3857797	0.3919731	0.3885589	0.3845338	0.3823784	0.4017423	0.4076121	0.4051971	0.4041262	0.4099689	0.401968	0.3990656	0.3994101	0.4054677	0.3950427	0.4002376	0.3965518	0.3945901	0.3965583	0.3922799	0.3950978	0.4034226	0.4043683	0.4105968	0.4109164	0.4151486	0.4134082	0.4110559	0.407587	0.4068396	0.4026155	0.4042042	0.4118432	0.3932852	0.4041613	0.4118805	0.3998781	0.4067076	0.3964141	0.4027351	0.3985375	0.4011612	0.4032234	0.401576	0.4024851	0.3974928	0.4029353	0.4066284	0.4189577	0.4119503	0.4001634	0.3928361	0.3846649	0.3949538	0.3860117	0.383451	0.371326	0.407179	0.3912582	0.3739613	0.348132	0.4040445	0.3671241	0.3607479	0.360011	0.3429225	0.3644029	0.3689773	0.3714517	0.3664055	0.3785753	0.3672712	0.366969	0.3711438	0.3770866	0.3739186	0.3769347	0.3784959	0.3759511	0.3736518	0.3612826	0.4066907	0.3248664	0.3406169	0.3844526	0.3487755	0.3597044	0.369175	0.3709992	0.3579362	0.357182	0.3413013	0.3495817	0.3443125	0.354991	0.3566727	0.3535302	0.3565184	0.3560705	0.3546571	0.3409974	0.3692052	0.3356433	0.3629097	0.3393127	0.3478065	0.35105	0.3492386	0.3677502	0.340938	0.3502242	0.3467678	0.3718804	0.2919078	0.325634	0.3216838	0.3574418	0.3293839	0.3276006	0.3273011	0.325059	0.330782	0.3393878	0.3331596	0.3349664	0.332659	0.3332075	0.3324412	0.3211069	0.3386016	0.3249196	0.3375369	0.3170822	0.3406187	0.3313212	0.3317963	0.3282993	0.3269089	0.3163684	0.3245814	0.3143367	0.3254868	0.3277012	0.3202966
